mi_sku,subcategoria,n_variantes,tipos,imagen_compartida,estado
MED-6635,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-270_img1.jpg,imagenes_variante_duplicadas
MED-6636,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-280_img1.jpg,imagenes_variante_duplicadas
MED-6637,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-290_img1.jpg,imagenes_variante_duplicadas
MED-6638,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-29M0_img1.jpg,imagenes_variante_duplicadas
MED-6639,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-30M0_img1.jpg,imagenes_variante_duplicadas
MED-6640,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-310_img1.jpg,imagenes_variante_duplicadas
MED-6641,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-330_img1.jpg,imagenes_variante_duplicadas
MED-6642,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-360_img1.jpg,imagenes_variante_duplicadas
MED-6643,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-370_img1.jpg,imagenes_variante_duplicadas
MED-6644,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-38P0_img1.jpg,imagenes_variante_duplicadas
MED-6645,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-390_img1.jpg,imagenes_variante_duplicadas
MED-6646,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-46D0_img1.jpg,imagenes_variante_duplicadas
MED-6647,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-470_img1.jpg,imagenes_variante_duplicadas
MED-6648,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-480_img1.jpg,imagenes_variante_duplicadas
MED-6649,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-540_img1.jpg,imagenes_variante_duplicadas
MED-6650,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-550_img1.jpg,imagenes_variante_duplicadas
MED-6651,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-580_img1.jpg,imagenes_variante_duplicadas
MED-6652,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-59P0_img1.jpg,imagenes_variante_duplicadas
MED-6653,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-600_img1.jpg,imagenes_variante_duplicadas
MED-6654,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-61D0_img1.jpg,imagenes_variante_duplicadas
MED-6655,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-62D0_img1.jpg,imagenes_variante_duplicadas
MED-6656,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-630_img1.jpg,imagenes_variante_duplicadas
MED-6657,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-640_img1.jpg,imagenes_variante_duplicadas
MED-6658,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-65D0_img1.jpg,imagenes_variante_duplicadas
MED-6659,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-66D0_img1.jpg,imagenes_variante_duplicadas
MED-6660,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-68D0_img1.jpg,imagenes_variante_duplicadas
MED-6661,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-690_img1.jpg,imagenes_variante_duplicadas
MED-6662,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-70P0_img1.jpg,imagenes_variante_duplicadas
MED-6663,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-740_img1.jpg,imagenes_variante_duplicadas
MED-6664,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-750_img1.jpg,imagenes_variante_duplicadas
MED-6665,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-760_img1.jpg,imagenes_variante_duplicadas
MED-6666,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-800_img1.jpg,imagenes_variante_duplicadas
MED-6667,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-84D0_img1.jpg,imagenes_variante_duplicadas
MED-6668,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-910_img1.jpg,imagenes_variante_duplicadas
MED-6669,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-91M0_img1.jpg,imagenes_variante_duplicadas
MED-6670,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-960_img1.jpg,imagenes_variante_duplicadas
MED-6671,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-97D0_img1.jpg,imagenes_variante_duplicadas
MED-6672,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-990_img1.jpg,imagenes_variante_duplicadas
MED-6674,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-010_img1.jpg,imagenes_variante_duplicadas
MED-6675,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-01P0_img1.jpg,imagenes_variante_duplicadas
MED-6676,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-020_img1.jpg,imagenes_variante_duplicadas
MED-6677,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-030_img1.jpg,imagenes_variante_duplicadas
MED-6678,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-040_img1.jpg,imagenes_variante_duplicadas
MED-6679,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-050_img1.jpg,imagenes_variante_duplicadas
MED-6680,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-060_img1.jpg,imagenes_variante_duplicadas
MED-6681,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-070_img1.jpg,imagenes_variante_duplicadas
MED-6682,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-080_img1.jpg,imagenes_variante_duplicadas
MED-6683,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-08L0_img1.jpg,imagenes_variante_duplicadas
MED-6684,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-090_img1.jpg,imagenes_variante_duplicadas
MED-6685,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-100_img1.jpg,imagenes_variante_duplicadas
MED-6686,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-101P0_img1.jpg,imagenes_variante_duplicadas
MED-6687,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1060_img1.jpg,imagenes_variante_duplicadas
MED-6688,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1080_img1.jpg,imagenes_variante_duplicadas
MED-6689,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-110_img1.jpg,imagenes_variante_duplicadas
MED-6690,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1130_img1.jpg,imagenes_variante_duplicadas
MED-6691,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-120_img1.jpg,imagenes_variante_duplicadas
MED-6692,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1210_img1.jpg,imagenes_variante_duplicadas
MED-6693,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1250_img1.jpg,imagenes_variante_duplicadas
MED-6694,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-130_img1.jpg,imagenes_variante_duplicadas
MED-6695,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1370_img1.jpg,imagenes_variante_duplicadas
MED-6696,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-137D0_img1.jpg,imagenes_variante_duplicadas
MED-6697,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-140_img1.jpg,imagenes_variante_duplicadas
MED-6698,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1430_img1.jpg,imagenes_variante_duplicadas
MED-6699,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1470_img1.jpg,imagenes_variante_duplicadas
MED-6700,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-150_img1.jpg,imagenes_variante_duplicadas
MED-6701,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-160_img1.jpg,imagenes_variante_duplicadas
MED-6702,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-165D0_img1.jpg,imagenes_variante_duplicadas
MED-6703,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-170_img1.jpg,imagenes_variante_duplicadas
MED-6704,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-173D0_img1.jpg,imagenes_variante_duplicadas
MED-6705,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1750_img1.jpg,imagenes_variante_duplicadas
MED-6706,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1790_img1.jpg,imagenes_variante_duplicadas
MED-6707,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-17M0_img1.jpg,imagenes_variante_duplicadas
MED-6708,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-180_img1.jpg,imagenes_variante_duplicadas
MED-6709,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-190_img1.jpg,imagenes_variante_duplicadas
MED-6710,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-191P0_img1.jpg,imagenes_variante_duplicadas
MED-6711,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-200_img1.jpg,imagenes_variante_duplicadas
MED-6712,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-205D0_img1.jpg,imagenes_variante_duplicadas
MED-6713,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-208D0_img1.jpg,imagenes_variante_duplicadas
MED-6714,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-210_img1.jpg,imagenes_variante_duplicadas
MED-6715,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-212P0_img1.jpg,imagenes_variante_duplicadas
MED-6716,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-2130_img1.jpg,imagenes_variante_duplicadas
MED-6717,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-21M0_img1.jpg,imagenes_variante_duplicadas
MED-6718,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-21P0_img1.jpg,imagenes_variante_duplicadas
MED-6719,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-220_img1.jpg,imagenes_variante_duplicadas
MED-6720,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-22M0_img1.jpg,imagenes_variante_duplicadas
MED-6721,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-230_img1.jpg,imagenes_variante_duplicadas
MED-6722,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-240_img1.jpg,imagenes_variante_duplicadas
MED-6723,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-260_img1.jpg,imagenes_variante_duplicadas
MED-6724,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-270_img1.jpg,imagenes_variante_duplicadas
MED-6725,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-280_img1.jpg,imagenes_variante_duplicadas
MED-6726,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-290_img1.jpg,imagenes_variante_duplicadas
MED-6727,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-29M0_img1.jpg,imagenes_variante_duplicadas
MED-6728,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-30M0_img1.jpg,imagenes_variante_duplicadas
MED-6729,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-310_img1.jpg,imagenes_variante_duplicadas
MED-6730,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-330_img1.jpg,imagenes_variante_duplicadas
MED-6731,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-360_img1.jpg,imagenes_variante_duplicadas
MED-6732,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-370_img1.jpg,imagenes_variante_duplicadas
MED-6733,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-38P0_img1.jpg,imagenes_variante_duplicadas
MED-6734,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-390_img1.jpg,imagenes_variante_duplicadas
MED-6735,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-46D0_img1.jpg,imagenes_variante_duplicadas
MED-6736,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-470_img1.jpg,imagenes_variante_duplicadas
MED-6737,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-480_img1.jpg,imagenes_variante_duplicadas
MED-6738,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-540_img1.jpg,imagenes_variante_duplicadas
MED-6739,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-550_img1.jpg,imagenes_variante_duplicadas
MED-6740,spo2_direct_connect_sensors,3,Adult Clip|Adult Soft|Neonate Soft,S310-560_img1.jpg,imagenes_variante_duplicadas
MED-6741,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-580_img1.jpg,imagenes_variante_duplicadas
MED-6742,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-59P0_img1.jpg,imagenes_variante_duplicadas
MED-6743,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-600_img1.jpg,imagenes_variante_duplicadas
MED-6744,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-61D0_img1.jpg,imagenes_variante_duplicadas
MED-6745,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-62D0_img1.jpg,imagenes_variante_duplicadas
MED-6746,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-630_img1.jpg,imagenes_variante_duplicadas
MED-6747,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-640_img1.jpg,imagenes_variante_duplicadas
MED-6748,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-65D0_img1.jpg,imagenes_variante_duplicadas
MED-6749,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-66D0_img1.jpg,imagenes_variante_duplicadas
MED-6750,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-68D0_img1.jpg,imagenes_variante_duplicadas
MED-6751,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-690_img1.jpg,imagenes_variante_duplicadas
MED-6752,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-70P0_img1.jpg,imagenes_variante_duplicadas
MED-6753,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-740_img1.jpg,imagenes_variante_duplicadas
MED-6754,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-750_img1.jpg,imagenes_variante_duplicadas
MED-6755,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-760_img1.jpg,imagenes_variante_duplicadas
MED-6756,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-800_img1.jpg,imagenes_variante_duplicadas
MED-6757,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-84D0_img1.jpg,imagenes_variante_duplicadas
MED-6758,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-910_img1.jpg,imagenes_variante_duplicadas
MED-6759,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-91M0_img1.jpg,imagenes_variante_duplicadas
MED-6760,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-960_img1.jpg,imagenes_variante_duplicadas
MED-6761,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-97D0_img1.jpg,imagenes_variante_duplicadas
MED-6762,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-990_img1.jpg,imagenes_variante_duplicadas
MED-6763,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-010_img1.jpg,imagenes_variante_duplicadas
MED-6764,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-01P0_img1.jpg,imagenes_variante_duplicadas
MED-6765,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-020_img1.jpg,imagenes_variante_duplicadas
MED-6766,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-030_img1.jpg,imagenes_variante_duplicadas
MED-6767,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-040_img1.jpg,imagenes_variante_duplicadas
MED-6768,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-050_img1.jpg,imagenes_variante_duplicadas
MED-6769,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-060_img1.jpg,imagenes_variante_duplicadas
MED-6770,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-070_img1.jpg,imagenes_variante_duplicadas
MED-6771,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-080_img1.jpg,imagenes_variante_duplicadas
MED-6772,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-08L0_img1.jpg,imagenes_variante_duplicadas
MED-6774,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-100_img1.jpg,imagenes_variante_duplicadas
MED-6775,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-101P0_img1.jpg,imagenes_variante_duplicadas
MED-6776,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1060_img1.jpg,imagenes_variante_duplicadas
MED-6777,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1080_img1.jpg,imagenes_variante_duplicadas
MED-6778,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-110_img1.jpg,imagenes_variante_duplicadas
MED-6779,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1130_img1.jpg,imagenes_variante_duplicadas
MED-6780,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-120_img1.jpg,imagenes_variante_duplicadas
MED-6781,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1210_img1.jpg,imagenes_variante_duplicadas
MED-6782,spo2_direct_connect_sensors,6,Adult Clip|Adult Soft|Multi-Site|Neonate Soft|Pediatric Clip|Pediatric Soft,S110-1250_img1.jpg,imagenes_variante_duplicadas
