mi_sku,subcategoria,tipo,sku_ref,archivo_actual,familia_duplicada
MED-6669,spo2_direct_connect_sensors,Adult Clip,S410-91M0,direct-connect-spo2-sensors/S410-91M0_img1.jpg,si
MED-6669,spo2_direct_connect_sensors,Adult Soft,S410S-91M0,direct-connect-spo2-sensors/S410S-91M0_img1.jpg,si
MED-6669,spo2_direct_connect_sensors,Multi-Site,S810-91M0,direct-connect-spo2-sensors/S810-91M0_img1.jpg,si
MED-6669,spo2_direct_connect_sensors,Neonate Soft,S310-91M0,direct-connect-spo2-sensors/S310-91M0_img1.jpg,si
MED-6669,spo2_direct_connect_sensors,Pediatric Clip,S110-91M0,direct-connect-spo2-sensors/S110-91M0_img1.jpg,si
MED-6669,spo2_direct_connect_sensors,Pediatric Soft,S110S-91M0,direct-connect-spo2-sensors/S110S-91M0_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Adult Clip,S410-960,direct-connect-spo2-sensors/S410-960_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Adult Soft,S410S-960,direct-connect-spo2-sensors/S410S-960_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Multi-Site,S810-960,direct-connect-spo2-sensors/S810-960_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Neonate Soft,S310-960,direct-connect-spo2-sensors/S310-960_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Pediatric Clip,S110-960,direct-connect-spo2-sensors/S110-960_img1.jpg,si
MED-6670,spo2_direct_connect_sensors,Pediatric Soft,S110S-960,direct-connect-spo2-sensors/S110S-960_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Adult Clip,S410-97D0,direct-connect-spo2-sensors/S410-97D0_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Adult Soft,S410S-97D0,direct-connect-spo2-sensors/S410S-97D0_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Multi-Site,S810-97D0,direct-connect-spo2-sensors/S810-97D0_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Neonate Soft,S310-97D0,direct-connect-spo2-sensors/S310-97D0_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Pediatric Clip,S110-97D0,direct-connect-spo2-sensors/S110-97D0_img1.jpg,si
MED-6671,spo2_direct_connect_sensors,Pediatric Soft,S110S-97D0,direct-connect-spo2-sensors/S110S-97D0_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Adult Clip,S410-990,direct-connect-spo2-sensors/S410-990_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Adult Soft,S410S-990,direct-connect-spo2-sensors/S410S-990_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Multi-Site,S810-990,direct-connect-spo2-sensors/S810-990_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Neonate Soft,S310-990,direct-connect-spo2-sensors/S310-990_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Pediatric Clip,S110-990,direct-connect-spo2-sensors/S110-990_img1.jpg,si
MED-6672,spo2_direct_connect_sensors,Pediatric Soft,S110S-990,direct-connect-spo2-sensors/S110S-990_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Adult Clip,S410-010,direct-connect-spo2-sensors/S410-010_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Adult Soft,S410S-010,direct-connect-spo2-sensors/S410S-010_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Multi-Site,S810-010,direct-connect-spo2-sensors/S810-010_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Neonate Soft,S310-010,direct-connect-spo2-sensors/S310-010_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Pediatric Clip,S110-010,direct-connect-spo2-sensors/S110-010_img1.jpg,si
MED-6674,spo2_direct_connect_sensors,Pediatric Soft,S110S-010,direct-connect-spo2-sensors/S110S-010_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Adult Clip,S410-01P0,direct-connect-spo2-sensors/S410-01P0_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Adult Soft,S410S-01P0,direct-connect-spo2-sensors/S410S-01P0_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Multi-Site,S810-01P0,direct-connect-spo2-sensors/S810-01P0_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Neonate Soft,S310-01P0,direct-connect-spo2-sensors/S310-01P0_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Pediatric Clip,S110-01P0,direct-connect-spo2-sensors/S110-01P0_img1.jpg,si
MED-6675,spo2_direct_connect_sensors,Pediatric Soft,S110S-01P0,direct-connect-spo2-sensors/S110S-01P0_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Adult Clip,S410-020,direct-connect-spo2-sensors/S410-020_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Adult Soft,S410S-020,direct-connect-spo2-sensors/S410S-020_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Multi-Site,S810-020,direct-connect-spo2-sensors/S810-020_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Neonate Soft,S310-020,direct-connect-spo2-sensors/S310-020_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Pediatric Clip,S110-020,direct-connect-spo2-sensors/S110-020_img1.jpg,si
MED-6676,spo2_direct_connect_sensors,Pediatric Soft,S110S-020,direct-connect-spo2-sensors/S110S-020_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Adult Clip,S410-030,direct-connect-spo2-sensors/S410-030_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Adult Soft,S410S-030,direct-connect-spo2-sensors/S410S-030_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Multi-Site,S810-030,direct-connect-spo2-sensors/S810-030_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Neonate Soft,S310-030,direct-connect-spo2-sensors/S310-030_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Pediatric Clip,S110-030,direct-connect-spo2-sensors/S110-030_img1.jpg,si
MED-6677,spo2_direct_connect_sensors,Pediatric Soft,S110S-030,direct-connect-spo2-sensors/S110S-030_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Adult Clip,S410-040,direct-connect-spo2-sensors/S410-040_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Adult Soft,S410S-040,direct-connect-spo2-sensors/S410S-040_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Multi-Site,S810-040,direct-connect-spo2-sensors/S810-040_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Neonate Soft,S310-040,direct-connect-spo2-sensors/S310-040_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Pediatric Clip,S110-040,direct-connect-spo2-sensors/S110-040_img1.jpg,si
MED-6678,spo2_direct_connect_sensors,Pediatric Soft,S110S-040,direct-connect-spo2-sensors/S110S-040_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Adult Clip,S410-050,direct-connect-spo2-sensors/S410-050_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Adult Soft,S410S-050,direct-connect-spo2-sensors/S410S-050_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Multi-Site,S810-050,direct-connect-spo2-sensors/S810-050_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Neonate Soft,S310-050,direct-connect-spo2-sensors/S310-050_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Pediatric Clip,S110-050,direct-connect-spo2-sensors/S110-050_img1.jpg,si
MED-6679,spo2_direct_connect_sensors,Pediatric Soft,S110S-050,direct-connect-spo2-sensors/S110S-050_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Adult Clip,S410-060,direct-connect-spo2-sensors/S410-060_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Adult Soft,S410S-060,direct-connect-spo2-sensors/S410S-060_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Multi-Site,S810-060,direct-connect-spo2-sensors/S810-060_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Neonate Soft,S310-060,direct-connect-spo2-sensors/S310-060_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Pediatric Clip,S110-060,direct-connect-spo2-sensors/S110-060_img1.jpg,si
MED-6680,spo2_direct_connect_sensors,Pediatric Soft,S110S-060,direct-connect-spo2-sensors/S110S-060_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Adult Clip,S410-070,direct-connect-spo2-sensors/S410-070_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Adult Soft,S410S-070,direct-connect-spo2-sensors/S410S-070_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Multi-Site,S810-070,direct-connect-spo2-sensors/S810-070_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Neonate Soft,S310-070,direct-connect-spo2-sensors/S310-070_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Pediatric Clip,S110-070,direct-connect-spo2-sensors/S110-070_img1.jpg,si
MED-6681,spo2_direct_connect_sensors,Pediatric Soft,S110S-070,direct-connect-spo2-sensors/S110S-070_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Adult Clip,S410-080,direct-connect-spo2-sensors/S410-080_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Adult Soft,S410S-080,direct-connect-spo2-sensors/S410S-080_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Multi-Site,S810-080,direct-connect-spo2-sensors/S810-080_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Neonate Soft,S310-080,direct-connect-spo2-sensors/S310-080_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Pediatric Clip,S110-080,direct-connect-spo2-sensors/S110-080_img1.jpg,si
MED-6682,spo2_direct_connect_sensors,Pediatric Soft,S110S-080,direct-connect-spo2-sensors/S110S-080_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Adult Clip,S410-08L0,direct-connect-spo2-sensors/S410-08L0_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Adult Soft,S410S-08L0,direct-connect-spo2-sensors/S410S-08L0_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Multi-Site,S810-08L0,direct-connect-spo2-sensors/S810-08L0_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Neonate Soft,S310-08L0,direct-connect-spo2-sensors/S310-08L0_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Pediatric Clip,S110-08L0,direct-connect-spo2-sensors/S110-08L0_img1.jpg,si
MED-6683,spo2_direct_connect_sensors,Pediatric Soft,S110S-08L0,direct-connect-spo2-sensors/S110S-08L0_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Adult Clip,S410-090,direct-connect-spo2-sensors/S410-090_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Adult Soft,S410S-090,direct-connect-spo2-sensors/S410S-090_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Multi-Site,S810-090,direct-connect-spo2-sensors/S810-090_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Neonate Soft,S310-090,direct-connect-spo2-sensors/S310-090_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Pediatric Clip,S110-090,direct-connect-spo2-sensors/S110-090_img1.jpg,si
MED-6684,spo2_direct_connect_sensors,Pediatric Soft,S110S-090,direct-connect-spo2-sensors/S110S-090_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Adult Clip,S410-100,direct-connect-spo2-sensors/S410-100_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Adult Soft,S410S-100,direct-connect-spo2-sensors/S410S-100_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Multi-Site,S810-100,direct-connect-spo2-sensors/S810-100_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Neonate Soft,S310-100,direct-connect-spo2-sensors/S310-100_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Pediatric Clip,S110-100,direct-connect-spo2-sensors/S110-100_img1.jpg,si
MED-6685,spo2_direct_connect_sensors,Pediatric Soft,S110S-100,direct-connect-spo2-sensors/S110S-100_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Adult Clip,S410-101P0,direct-connect-spo2-sensors/S410-101P0_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Adult Soft,S410S-101P0,direct-connect-spo2-sensors/S410S-101P0_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Multi-Site,S810-101P0,direct-connect-spo2-sensors/S810-101P0_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Neonate Soft,S310-101P0,direct-connect-spo2-sensors/S310-101P0_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Pediatric Clip,S110-101P0,direct-connect-spo2-sensors/S110-101P0_img1.jpg,si
MED-6686,spo2_direct_connect_sensors,Pediatric Soft,S110S-101P0,direct-connect-spo2-sensors/S110S-101P0_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Adult Clip,S410-1060,direct-connect-spo2-sensors/S410-1060_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Adult Soft,S410S-1060,direct-connect-spo2-sensors/S410S-1060_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Multi-Site,S810-1060,direct-connect-spo2-sensors/S810-1060_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Neonate Soft,S310-1060,direct-connect-spo2-sensors/S310-1060_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Pediatric Clip,S110-1060,direct-connect-spo2-sensors/S110-1060_img1.jpg,si
MED-6687,spo2_direct_connect_sensors,Pediatric Soft,S110S-1060,direct-connect-spo2-sensors/S110S-1060_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Adult Clip,S410-1080,direct-connect-spo2-sensors/S410-1080_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Adult Soft,S410S-1080,direct-connect-spo2-sensors/S410S-1080_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Multi-Site,S810-1080,direct-connect-spo2-sensors/S810-1080_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Neonate Soft,S310-1080,direct-connect-spo2-sensors/S310-1080_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Pediatric Clip,S110-1080,direct-connect-spo2-sensors/S110-1080_img1.jpg,si
MED-6688,spo2_direct_connect_sensors,Pediatric Soft,S110S-1080,direct-connect-spo2-sensors/S110S-1080_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Adult Clip,S410-110,direct-connect-spo2-sensors/S410-110_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Adult Soft,S410S-110,direct-connect-spo2-sensors/S410S-110_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Multi-Site,S810-110,direct-connect-spo2-sensors/S810-110_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Neonate Soft,S310-110,direct-connect-spo2-sensors/S310-110_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Pediatric Clip,S110-110,direct-connect-spo2-sensors/S110-110_img1.jpg,si
MED-6689,spo2_direct_connect_sensors,Pediatric Soft,S110S-110,direct-connect-spo2-sensors/S110S-110_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Adult Clip,S410-1130,direct-connect-spo2-sensors/S410-1130_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Adult Soft,S410S-1130,direct-connect-spo2-sensors/S410S-1130_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Multi-Site,S810-1130,direct-connect-spo2-sensors/S810-1130_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Neonate Soft,S310-1130,direct-connect-spo2-sensors/S310-1130_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Pediatric Clip,S110-1130,direct-connect-spo2-sensors/S110-1130_img1.jpg,si
MED-6690,spo2_direct_connect_sensors,Pediatric Soft,S110S-1130,direct-connect-spo2-sensors/S110S-1130_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Adult Clip,S410-120,direct-connect-spo2-sensors/S410-120_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Adult Soft,S410S-120,direct-connect-spo2-sensors/S410S-120_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Multi-Site,S810-120,direct-connect-spo2-sensors/S810-120_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Neonate Soft,S310-120,direct-connect-spo2-sensors/S310-120_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Pediatric Clip,S110-120,direct-connect-spo2-sensors/S110-120_img1.jpg,si
MED-6691,spo2_direct_connect_sensors,Pediatric Soft,S110S-120,direct-connect-spo2-sensors/S110S-120_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Adult Clip,S410-1210,direct-connect-spo2-sensors/S410-1210_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Adult Soft,S410S-1210,direct-connect-spo2-sensors/S410S-1210_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Multi-Site,S810-1210,direct-connect-spo2-sensors/S810-1210_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Neonate Soft,S310-1210,direct-connect-spo2-sensors/S310-1210_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Pediatric Clip,S110-1210,direct-connect-spo2-sensors/S110-1210_img1.jpg,si
MED-6692,spo2_direct_connect_sensors,Pediatric Soft,S110S-1210,direct-connect-spo2-sensors/S110S-1210_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Adult Clip,S410-1250,direct-connect-spo2-sensors/S410-1250_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Adult Soft,S410S-1250,direct-connect-spo2-sensors/S410S-1250_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Multi-Site,S810-1250,direct-connect-spo2-sensors/S810-1250_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Neonate Soft,S310-1250,direct-connect-spo2-sensors/S310-1250_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Pediatric Clip,S110-1250,direct-connect-spo2-sensors/S110-1250_img1.jpg,si
MED-6693,spo2_direct_connect_sensors,Pediatric Soft,S110S-1250,direct-connect-spo2-sensors/S110S-1250_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Adult Clip,S410-130,direct-connect-spo2-sensors/S410-130_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Adult Soft,S410S-130,direct-connect-spo2-sensors/S410S-130_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Multi-Site,S810-130,direct-connect-spo2-sensors/S810-130_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Neonate Soft,S310-130,direct-connect-spo2-sensors/S310-130_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Pediatric Clip,S110-130,direct-connect-spo2-sensors/S110-130_img1.jpg,si
MED-6694,spo2_direct_connect_sensors,Pediatric Soft,S110S-130,direct-connect-spo2-sensors/S110S-130_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Adult Clip,S410-1370,direct-connect-spo2-sensors/S410-1370_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Adult Soft,S410S-1370,direct-connect-spo2-sensors/S410S-1370_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Multi-Site,S810-1370,direct-connect-spo2-sensors/S810-1370_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Neonate Soft,S310-1370,direct-connect-spo2-sensors/S310-1370_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Pediatric Clip,S110-1370,direct-connect-spo2-sensors/S110-1370_img1.jpg,si
MED-6695,spo2_direct_connect_sensors,Pediatric Soft,S110S-1370,direct-connect-spo2-sensors/S110S-1370_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Adult Clip,S410-137D0,direct-connect-spo2-sensors/S410-137D0_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Adult Soft,S410S-137D0,direct-connect-spo2-sensors/S410S-137D0_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Multi-Site,S810-137D0,direct-connect-spo2-sensors/S810-137D0_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Neonate Soft,S310-137D0,direct-connect-spo2-sensors/S310-137D0_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Pediatric Clip,S110-137D0,direct-connect-spo2-sensors/S110-137D0_img1.jpg,si
MED-6696,spo2_direct_connect_sensors,Pediatric Soft,S110S-137D0,direct-connect-spo2-sensors/S110S-137D0_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Adult Clip,S410-140,direct-connect-spo2-sensors/S410-140_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Adult Soft,S410S-140,direct-connect-spo2-sensors/S410S-140_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Multi-Site,S810-140,direct-connect-spo2-sensors/S810-140_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Neonate Soft,S310-140,direct-connect-spo2-sensors/S310-140_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Pediatric Clip,S110-140,direct-connect-spo2-sensors/S110-140_img1.jpg,si
MED-6697,spo2_direct_connect_sensors,Pediatric Soft,S110S-140,direct-connect-spo2-sensors/S110S-140_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Adult Clip,S410-1430,direct-connect-spo2-sensors/S410-1430_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Adult Soft,S410S-1430,direct-connect-spo2-sensors/S410S-1430_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Multi-Site,S810-1430,direct-connect-spo2-sensors/S810-1430_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Neonate Soft,S310-1430,direct-connect-spo2-sensors/S310-1430_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Pediatric Clip,S110-1430,direct-connect-spo2-sensors/S110-1430_img1.jpg,si
MED-6698,spo2_direct_connect_sensors,Pediatric Soft,S110S-1430,direct-connect-spo2-sensors/S110S-1430_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Adult Clip,S410-1470,direct-connect-spo2-sensors/S410-1470_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Adult Soft,S410S-1470,direct-connect-spo2-sensors/S410S-1470_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Multi-Site,S810-1470,direct-connect-spo2-sensors/S810-1470_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Neonate Soft,S310-1470,direct-connect-spo2-sensors/S310-1470_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Pediatric Clip,S110-1470,direct-connect-spo2-sensors/S110-1470_img1.jpg,si
MED-6699,spo2_direct_connect_sensors,Pediatric Soft,S110S-1470,direct-connect-spo2-sensors/S110S-1470_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Adult Clip,S410-150,direct-connect-spo2-sensors/S410-150_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Adult Soft,S410S-150,direct-connect-spo2-sensors/S410S-150_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Multi-Site,S810-150,direct-connect-spo2-sensors/S810-150_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Neonate Soft,S310-150,direct-connect-spo2-sensors/S310-150_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Pediatric Clip,S110-150,direct-connect-spo2-sensors/S110-150_img1.jpg,si
MED-6700,spo2_direct_connect_sensors,Pediatric Soft,S110S-150,direct-connect-spo2-sensors/S110S-150_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Adult Clip,S410-160,direct-connect-spo2-sensors/S410-160_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Adult Soft,S410S-160,direct-connect-spo2-sensors/S410S-160_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Multi-Site,S810-160,direct-connect-spo2-sensors/S810-160_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Neonate Soft,S310-160,direct-connect-spo2-sensors/S310-160_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Pediatric Clip,S110-160,direct-connect-spo2-sensors/S110-160_img1.jpg,si
MED-6701,spo2_direct_connect_sensors,Pediatric Soft,S110S-160,direct-connect-spo2-sensors/S110S-160_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Adult Clip,S410-165D0,direct-connect-spo2-sensors/S410-165D0_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Adult Soft,S410S-165D0,direct-connect-spo2-sensors/S410S-165D0_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Multi-Site,S810-165D0,direct-connect-spo2-sensors/S810-165D0_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Neonate Soft,S310-165D0,direct-connect-spo2-sensors/S310-165D0_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Pediatric Clip,S110-165D0,direct-connect-spo2-sensors/S110-165D0_img1.jpg,si
MED-6702,spo2_direct_connect_sensors,Pediatric Soft,S110S-165D0,direct-connect-spo2-sensors/S110S-165D0_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Adult Clip,S410-170,direct-connect-spo2-sensors/S410-170_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Adult Soft,S410S-170,direct-connect-spo2-sensors/S410S-170_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Multi-Site,S810-170,direct-connect-spo2-sensors/S810-170_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Neonate Soft,S310-170,direct-connect-spo2-sensors/S310-170_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Pediatric Clip,S110-170,direct-connect-spo2-sensors/S110-170_img1.jpg,si
MED-6703,spo2_direct_connect_sensors,Pediatric Soft,S110S-170,direct-connect-spo2-sensors/S110S-170_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Adult Clip,S410-173D0,direct-connect-spo2-sensors/S410-173D0_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Adult Soft,S410S-173D0,direct-connect-spo2-sensors/S410S-173D0_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Multi-Site,S810-173D0,direct-connect-spo2-sensors/S810-173D0_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Neonate Soft,S310-173D0,direct-connect-spo2-sensors/S310-173D0_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Pediatric Clip,S110-173D0,direct-connect-spo2-sensors/S110-173D0_img1.jpg,si
MED-6704,spo2_direct_connect_sensors,Pediatric Soft,S110S-173D0,direct-connect-spo2-sensors/S110S-173D0_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Adult Clip,S410-1750,direct-connect-spo2-sensors/S410-1750_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Adult Soft,S410S-1750,direct-connect-spo2-sensors/S410S-1750_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Multi-Site,S810-1750,direct-connect-spo2-sensors/S810-1750_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Neonate Soft,S310-1750,direct-connect-spo2-sensors/S310-1750_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Pediatric Clip,S110-1750,direct-connect-spo2-sensors/S110-1750_img1.jpg,si
MED-6705,spo2_direct_connect_sensors,Pediatric Soft,S110S-1750,direct-connect-spo2-sensors/S110S-1750_img1.jpg,si
MED-6706,spo2_direct_connect_sensors,Adult Clip,S410-1790,direct-connect-spo2-sensors/S410-1790_img1.jpg,si
MED-6706,spo2_direct_connect_sensors,Adult Soft,S410S-1790,direct-connect-spo2-sensors/S410S-1790_img1.jpg,si
MED-6706,spo2_direct_connect_sensors,Multi-Site,S810-1790,direct-connect-spo2-sensors/S810-1790_img1.jpg,si
MED-6706,spo2_direct_connect_sensors,Neonate Soft,S310-1790,direct-connect-spo2-sensors/S310-1790_img1.jpg,si
MED-6706,spo2_direct_connect_sensors,Pediatric Clip,S110-1790,direct-connect-spo2-sensors/S110-1790_img1.jpg,si
