mi_sku,subcategoria,tipo,sku_ref,archivo_actual,familia_duplicada
MED-6776,spo2_direct_connect_sensors,Pediatric Clip,S110-1060,direct-connect-spo2-sensors/S110-1060_img1.jpg,si
MED-6776,spo2_direct_connect_sensors,Pediatric Soft,S110S-1060,direct-connect-spo2-sensors/S110S-1060_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Adult Clip,S410-1080,direct-connect-spo2-sensors/S410-1080_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Adult Soft,S410S-1080,direct-connect-spo2-sensors/S410S-1080_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Multi-Site,S810-1080,direct-connect-spo2-sensors/S810-1080_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Neonate Soft,S310-1080,direct-connect-spo2-sensors/S310-1080_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Pediatric Clip,S110-1080,direct-connect-spo2-sensors/S110-1080_img1.jpg,si
MED-6777,spo2_direct_connect_sensors,Pediatric Soft,S110S-1080,direct-connect-spo2-sensors/S110S-1080_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Adult Clip,S410-110,direct-connect-spo2-sensors/S410-110_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Adult Soft,S410S-110,direct-connect-spo2-sensors/S410S-110_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Multi-Site,S810-110,direct-connect-spo2-sensors/S810-110_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Neonate Soft,S310-110,direct-connect-spo2-sensors/S310-110_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Pediatric Clip,S110-110,direct-connect-spo2-sensors/S110-110_img1.jpg,si
MED-6778,spo2_direct_connect_sensors,Pediatric Soft,S110S-110,direct-connect-spo2-sensors/S110S-110_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Adult Clip,S410-1130,direct-connect-spo2-sensors/S410-1130_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Adult Soft,S410S-1130,direct-connect-spo2-sensors/S410S-1130_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Multi-Site,S810-1130,direct-connect-spo2-sensors/S810-1130_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Neonate Soft,S310-1130,direct-connect-spo2-sensors/S310-1130_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Pediatric Clip,S110-1130,direct-connect-spo2-sensors/S110-1130_img1.jpg,si
MED-6779,spo2_direct_connect_sensors,Pediatric Soft,S110S-1130,direct-connect-spo2-sensors/S110S-1130_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Adult Clip,S410-120,direct-connect-spo2-sensors/S410-120_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Adult Soft,S410S-120,direct-connect-spo2-sensors/S410S-120_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Multi-Site,S810-120,direct-connect-spo2-sensors/S810-120_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Neonate Soft,S310-120,direct-connect-spo2-sensors/S310-120_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Pediatric Clip,S110-120,direct-connect-spo2-sensors/S110-120_img1.jpg,si
MED-6780,spo2_direct_connect_sensors,Pediatric Soft,S110S-120,direct-connect-spo2-sensors/S110S-120_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Adult Clip,S410-1210,direct-connect-spo2-sensors/S410-1210_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Adult Soft,S410S-1210,direct-connect-spo2-sensors/S410S-1210_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Multi-Site,S810-1210,direct-connect-spo2-sensors/S810-1210_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Neonate Soft,S310-1210,direct-connect-spo2-sensors/S310-1210_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Pediatric Clip,S110-1210,direct-connect-spo2-sensors/S110-1210_img1.jpg,si
MED-6781,spo2_direct_connect_sensors,Pediatric Soft,S110S-1210,direct-connect-spo2-sensors/S110S-1210_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Adult Clip,S410-1250,direct-connect-spo2-sensors/S410-1250_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Adult Soft,S410S-1250,direct-connect-spo2-sensors/S410S-1250_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Multi-Site,S810-1250,direct-connect-spo2-sensors/S810-1250_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Neonate Soft,S310-1250,direct-connect-spo2-sensors/S310-1250_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Pediatric Clip,S110-1250,direct-connect-spo2-sensors/S110-1250_img1.jpg,si
MED-6782,spo2_direct_connect_sensors,Pediatric Soft,S110S-1250,direct-connect-spo2-sensors/S110S-1250_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Adult Clip,S410-130,direct-connect-spo2-sensors/S410-130_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Adult Soft,S410S-130,direct-connect-spo2-sensors/S410S-130_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Multi-Site,S810-130,direct-connect-spo2-sensors/S810-130_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Neonate Soft,S310-130,direct-connect-spo2-sensors/S310-130_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Pediatric Clip,S110-130,direct-connect-spo2-sensors/S110-130_img1.jpg,si
MED-6783,spo2_direct_connect_sensors,Pediatric Soft,S110S-130,direct-connect-spo2-sensors/S110S-130_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Adult Clip,S410-1370,direct-connect-spo2-sensors/S410-1370_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Adult Soft,S410S-1370,direct-connect-spo2-sensors/S410S-1370_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Multi-Site,S810-1370,direct-connect-spo2-sensors/S810-1370_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Neonate Soft,S310-1370,direct-connect-spo2-sensors/S310-1370_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Pediatric Clip,S110-1370,direct-connect-spo2-sensors/S110-1370_img1.jpg,si
MED-6784,spo2_direct_connect_sensors,Pediatric Soft,S110S-1370,direct-connect-spo2-sensors/S110S-1370_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Adult Clip,S410-137D0,direct-connect-spo2-sensors/S410-137D0_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Adult Soft,S410S-137D0,direct-connect-spo2-sensors/S410S-137D0_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Multi-Site,S810-137D0,direct-connect-spo2-sensors/S810-137D0_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Neonate Soft,S310-137D0,direct-connect-spo2-sensors/S310-137D0_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Pediatric Clip,S110-137D0,direct-connect-spo2-sensors/S110-137D0_img1.jpg,si
MED-6785,spo2_direct_connect_sensors,Pediatric Soft,S110S-137D0,direct-connect-spo2-sensors/S110S-137D0_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Adult Clip,S410-140,direct-connect-spo2-sensors/S410-140_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Adult Soft,S410S-140,direct-connect-spo2-sensors/S410S-140_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Multi-Site,S810-140,direct-connect-spo2-sensors/S810-140_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Neonate Soft,S310-140,direct-connect-spo2-sensors/S310-140_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Pediatric Clip,S110-140,direct-connect-spo2-sensors/S110-140_img1.jpg,si
MED-6786,spo2_direct_connect_sensors,Pediatric Soft,S110S-140,direct-connect-spo2-sensors/S110S-140_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Adult Clip,S410-1430,direct-connect-spo2-sensors/S410-1430_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Adult Soft,S410S-1430,direct-connect-spo2-sensors/S410S-1430_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Multi-Site,S810-1430,direct-connect-spo2-sensors/S810-1430_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Neonate Soft,S310-1430,direct-connect-spo2-sensors/S310-1430_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Pediatric Clip,S110-1430,direct-connect-spo2-sensors/S110-1430_img1.jpg,si
MED-6787,spo2_direct_connect_sensors,Pediatric Soft,S110S-1430,direct-connect-spo2-sensors/S110S-1430_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Adult Clip,S410-1470,direct-connect-spo2-sensors/S410-1470_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Adult Soft,S410S-1470,direct-connect-spo2-sensors/S410S-1470_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Multi-Site,S810-1470,direct-connect-spo2-sensors/S810-1470_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Neonate Soft,S310-1470,direct-connect-spo2-sensors/S310-1470_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Pediatric Clip,S110-1470,direct-connect-spo2-sensors/S110-1470_img1.jpg,si
MED-6788,spo2_direct_connect_sensors,Pediatric Soft,S110S-1470,direct-connect-spo2-sensors/S110S-1470_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Adult Clip,S410-150,direct-connect-spo2-sensors/S410-150_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Adult Soft,S410S-150,direct-connect-spo2-sensors/S410S-150_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Multi-Site,S810-150,direct-connect-spo2-sensors/S810-150_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Neonate Soft,S310-150,direct-connect-spo2-sensors/S310-150_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Pediatric Clip,S110-150,direct-connect-spo2-sensors/S110-150_img1.jpg,si
MED-6789,spo2_direct_connect_sensors,Pediatric Soft,S110S-150,direct-connect-spo2-sensors/S110S-150_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Adult Clip,S410-160,direct-connect-spo2-sensors/S410-160_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Adult Soft,S410S-160,direct-connect-spo2-sensors/S410S-160_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Multi-Site,S810-160,direct-connect-spo2-sensors/S810-160_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Neonate Soft,S310-160,direct-connect-spo2-sensors/S310-160_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Pediatric Clip,S110-160,direct-connect-spo2-sensors/S110-160_img1.jpg,si
MED-6790,spo2_direct_connect_sensors,Pediatric Soft,S110S-160,direct-connect-spo2-sensors/S110S-160_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Adult Clip,S410-165D0,direct-connect-spo2-sensors/S410-165D0_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Adult Soft,S410S-165D0,direct-connect-spo2-sensors/S410S-165D0_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Multi-Site,S810-165D0,direct-connect-spo2-sensors/S810-165D0_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Neonate Soft,S310-165D0,direct-connect-spo2-sensors/S310-165D0_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Pediatric Clip,S110-165D0,direct-connect-spo2-sensors/S110-165D0_img1.jpg,si
MED-6791,spo2_direct_connect_sensors,Pediatric Soft,S110S-165D0,direct-connect-spo2-sensors/S110S-165D0_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Adult Clip,S410-170,direct-connect-spo2-sensors/S410-170_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Adult Soft,S410S-170,direct-connect-spo2-sensors/S410S-170_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Multi-Site,S810-170,direct-connect-spo2-sensors/S810-170_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Neonate Soft,S310-170,direct-connect-spo2-sensors/S310-170_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Pediatric Clip,S110-170,direct-connect-spo2-sensors/S110-170_img1.jpg,si
MED-6792,spo2_direct_connect_sensors,Pediatric Soft,S110S-170,direct-connect-spo2-sensors/S110S-170_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Adult Clip,S410-173D0,direct-connect-spo2-sensors/S410-173D0_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Adult Soft,S410S-173D0,direct-connect-spo2-sensors/S410S-173D0_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Multi-Site,S810-173D0,direct-connect-spo2-sensors/S810-173D0_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Neonate Soft,S310-173D0,direct-connect-spo2-sensors/S310-173D0_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Pediatric Clip,S110-173D0,direct-connect-spo2-sensors/S110-173D0_img1.jpg,si
MED-6793,spo2_direct_connect_sensors,Pediatric Soft,S110S-173D0,direct-connect-spo2-sensors/S110S-173D0_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Adult Clip,S410-1750,direct-connect-spo2-sensors/S410-1750_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Adult Soft,S410S-1750,direct-connect-spo2-sensors/S410S-1750_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Multi-Site,S810-1750,direct-connect-spo2-sensors/S810-1750_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Neonate Soft,S310-1750,direct-connect-spo2-sensors/S310-1750_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Pediatric Clip,S110-1750,direct-connect-spo2-sensors/S110-1750_img1.jpg,si
MED-6794,spo2_direct_connect_sensors,Pediatric Soft,S110S-1750,direct-connect-spo2-sensors/S110S-1750_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Adult Clip,S410-1790,direct-connect-spo2-sensors/S410-1790_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Adult Soft,S410S-1790,direct-connect-spo2-sensors/S410S-1790_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Multi-Site,S810-1790,direct-connect-spo2-sensors/S810-1790_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Neonate Soft,S310-1790,direct-connect-spo2-sensors/S310-1790_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Pediatric Clip,S110-1790,direct-connect-spo2-sensors/S110-1790_img1.jpg,si
MED-6795,spo2_direct_connect_sensors,Pediatric Soft,S110S-1790,direct-connect-spo2-sensors/S110S-1790_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Adult Clip,S410-17M0,direct-connect-spo2-sensors/S410-17M0_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Adult Soft,S410S-17M0,direct-connect-spo2-sensors/S410S-17M0_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Multi-Site,S810-17M0,direct-connect-spo2-sensors/S810-17M0_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Neonate Soft,S310-17M0,direct-connect-spo2-sensors/S310-17M0_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Pediatric Clip,S110-17M0,direct-connect-spo2-sensors/S110-17M0_img1.jpg,si
MED-6796,spo2_direct_connect_sensors,Pediatric Soft,S110S-17M0,direct-connect-spo2-sensors/S110S-17M0_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Adult Clip,S410-180,direct-connect-spo2-sensors/S410-180_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Adult Soft,S410S-180,direct-connect-spo2-sensors/S410S-180_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Multi-Site,S810-180,direct-connect-spo2-sensors/S810-180_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Neonate Soft,S310-180,direct-connect-spo2-sensors/S310-180_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Pediatric Clip,S110-180,direct-connect-spo2-sensors/S110-180_img1.jpg,si
MED-6797,spo2_direct_connect_sensors,Pediatric Soft,S110S-180,direct-connect-spo2-sensors/S110S-180_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Adult Clip,S410-190,direct-connect-spo2-sensors/S410-190_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Adult Soft,S410S-190,direct-connect-spo2-sensors/S410S-190_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Multi-Site,S810-190,direct-connect-spo2-sensors/S810-190_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Neonate Soft,S310-190,direct-connect-spo2-sensors/S310-190_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Pediatric Clip,S110-190,direct-connect-spo2-sensors/S110-190_img1.jpg,si
MED-6798,spo2_direct_connect_sensors,Pediatric Soft,S110S-190,direct-connect-spo2-sensors/S110S-190_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Adult Clip,S410-200,direct-connect-spo2-sensors/S410-200_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Adult Soft,S410S-200,direct-connect-spo2-sensors/S410S-200_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Multi-Site,S810-200,direct-connect-spo2-sensors/S810-200_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Neonate Soft,S310-200,direct-connect-spo2-sensors/S310-200_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Pediatric Clip,S110-200,direct-connect-spo2-sensors/S110-200_img1.jpg,si
MED-6800,spo2_direct_connect_sensors,Pediatric Soft,S110S-200,direct-connect-spo2-sensors/S110S-200_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Adult Clip,S410-205D0,direct-connect-spo2-sensors/S410-205D0_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Adult Soft,S410S-205D0,direct-connect-spo2-sensors/S410S-205D0_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Multi-Site,S810-205D0,direct-connect-spo2-sensors/S810-205D0_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Neonate Soft,S310-205D0,direct-connect-spo2-sensors/S310-205D0_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Pediatric Clip,S110-205D0,direct-connect-spo2-sensors/S110-205D0_img1.jpg,si
MED-6801,spo2_direct_connect_sensors,Pediatric Soft,S110S-205D0,direct-connect-spo2-sensors/S110S-205D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Adult Clip,S410-208D0,direct-connect-spo2-sensors/S410-208D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Adult Soft,S410S-208D0,direct-connect-spo2-sensors/S410S-208D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Multi-Site,S810-208D0,direct-connect-spo2-sensors/S810-208D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Neonate Soft,S310-208D0,direct-connect-spo2-sensors/S310-208D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Pediatric Clip,S110-208D0,direct-connect-spo2-sensors/S110-208D0_img1.jpg,si
MED-6802,spo2_direct_connect_sensors,Pediatric Soft,S110S-208D0,direct-connect-spo2-sensors/S110S-208D0_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Adult Clip,S410-210,direct-connect-spo2-sensors/S410-210_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Adult Soft,S410S-210,direct-connect-spo2-sensors/S410S-210_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Multi-Site,S810-210,direct-connect-spo2-sensors/S810-210_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Neonate Soft,S310-210,direct-connect-spo2-sensors/S310-210_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Pediatric Clip,S110-210,direct-connect-spo2-sensors/S110-210_img1.jpg,si
MED-6803,spo2_direct_connect_sensors,Pediatric Soft,S110S-210,direct-connect-spo2-sensors/S110S-210_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Adult Clip,S410-212P0,direct-connect-spo2-sensors/S410-212P0_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Adult Soft,S410S-212P0,direct-connect-spo2-sensors/S410S-212P0_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Multi-Site,S810-212P0,direct-connect-spo2-sensors/S810-212P0_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Neonate Soft,S310-212P0,direct-connect-spo2-sensors/S310-212P0_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Pediatric Clip,S110-212P0,direct-connect-spo2-sensors/S110-212P0_img1.jpg,si
MED-6804,spo2_direct_connect_sensors,Pediatric Soft,S110S-212P0,direct-connect-spo2-sensors/S110S-212P0_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Adult Clip,S410-2130,direct-connect-spo2-sensors/S410-2130_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Adult Soft,S410S-2130,direct-connect-spo2-sensors/S410S-2130_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Multi-Site,S810-2130,direct-connect-spo2-sensors/S810-2130_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Neonate Soft,S310-2130,direct-connect-spo2-sensors/S310-2130_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Pediatric Clip,S110-2130,direct-connect-spo2-sensors/S110-2130_img1.jpg,si
MED-6805,spo2_direct_connect_sensors,Pediatric Soft,S110S-2130,direct-connect-spo2-sensors/S110S-2130_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Adult Clip,S410-21M0,direct-connect-spo2-sensors/S410-21M0_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Adult Soft,S410S-21M0,direct-connect-spo2-sensors/S410S-21M0_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Multi-Site,S810-21M0,direct-connect-spo2-sensors/S810-21M0_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Neonate Soft,S310-21M0,direct-connect-spo2-sensors/S310-21M0_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Pediatric Clip,S110-21M0,direct-connect-spo2-sensors/S110-21M0_img1.jpg,si
MED-6806,spo2_direct_connect_sensors,Pediatric Soft,S110S-21M0,direct-connect-spo2-sensors/S110S-21M0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Adult Clip,S410-21P0,direct-connect-spo2-sensors/S410-21P0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Adult Soft,S410S-21P0,direct-connect-spo2-sensors/S410S-21P0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Multi-Site,S810-21P0,direct-connect-spo2-sensors/S810-21P0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Neonate Soft,S310-21P0,direct-connect-spo2-sensors/S310-21P0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Pediatric Clip,S110-21P0,direct-connect-spo2-sensors/S110-21P0_img1.jpg,si
MED-6807,spo2_direct_connect_sensors,Pediatric Soft,S110S-21P0,direct-connect-spo2-sensors/S110S-21P0_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Adult Clip,S410-220,direct-connect-spo2-sensors/S410-220_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Adult Soft,S410S-220,direct-connect-spo2-sensors/S410S-220_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Multi-Site,S810-220,direct-connect-spo2-sensors/S810-220_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Neonate Soft,S310-220,direct-connect-spo2-sensors/S310-220_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Pediatric Clip,S110-220,direct-connect-spo2-sensors/S110-220_img1.jpg,si
MED-6808,spo2_direct_connect_sensors,Pediatric Soft,S110S-220,direct-connect-spo2-sensors/S110S-220_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Adult Clip,S410-22M0,direct-connect-spo2-sensors/S410-22M0_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Adult Soft,S410S-22M0,direct-connect-spo2-sensors/S410S-22M0_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Multi-Site,S810-22M0,direct-connect-spo2-sensors/S810-22M0_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Neonate Soft,S310-22M0,direct-connect-spo2-sensors/S310-22M0_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Pediatric Clip,S110-22M0,direct-connect-spo2-sensors/S110-22M0_img1.jpg,si
MED-6809,spo2_direct_connect_sensors,Pediatric Soft,S110S-22M0,direct-connect-spo2-sensors/S110S-22M0_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Adult Clip,S410-230,direct-connect-spo2-sensors/S410-230_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Adult Soft,S410S-230,direct-connect-spo2-sensors/S410S-230_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Multi-Site,S810-230,direct-connect-spo2-sensors/S810-230_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Neonate Soft,S310-230,direct-connect-spo2-sensors/S310-230_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Pediatric Clip,S110-230,direct-connect-spo2-sensors/S110-230_img1.jpg,si
MED-6810,spo2_direct_connect_sensors,Pediatric Soft,S110S-230,direct-connect-spo2-sensors/S110S-230_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Adult Clip,S410-240,direct-connect-spo2-sensors/S410-240_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Adult Soft,S410S-240,direct-connect-spo2-sensors/S410S-240_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Multi-Site,S810-240,direct-connect-spo2-sensors/S810-240_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Neonate Soft,S310-240,direct-connect-spo2-sensors/S310-240_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Pediatric Clip,S110-240,direct-connect-spo2-sensors/S110-240_img1.jpg,si
MED-6811,spo2_direct_connect_sensors,Pediatric Soft,S110S-240,direct-connect-spo2-sensors/S110S-240_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Adult Clip,S410-260,direct-connect-spo2-sensors/S410-260_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Adult Soft,S410S-260,direct-connect-spo2-sensors/S410S-260_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Multi-Site,S810-260,direct-connect-spo2-sensors/S810-260_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Neonate Soft,S310-260,direct-connect-spo2-sensors/S310-260_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Pediatric Clip,S110-260,direct-connect-spo2-sensors/S110-260_img1.jpg,si
MED-6812,spo2_direct_connect_sensors,Pediatric Soft,S110S-260,direct-connect-spo2-sensors/S110S-260_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Adult Clip,S410-270,direct-connect-spo2-sensors/S410-270_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Adult Soft,S410S-270,direct-connect-spo2-sensors/S410S-270_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Multi-Site,S810-270,direct-connect-spo2-sensors/S810-270_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Neonate Soft,S310-270,direct-connect-spo2-sensors/S310-270_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Pediatric Clip,S110-270,direct-connect-spo2-sensors/S110-270_img1.jpg,si
MED-6813,spo2_direct_connect_sensors,Pediatric Soft,S110S-270,direct-connect-spo2-sensors/S110S-270_img1.jpg,si
MED-6814,spo2_direct_connect_sensors,Adult Clip,S410-280,direct-connect-spo2-sensors/S410-280_img1.jpg,si
MED-6814,spo2_direct_connect_sensors,Adult Soft,S410S-280,direct-connect-spo2-sensors/S410S-280_img1.jpg,si
MED-6814,spo2_direct_connect_sensors,Multi-Site,S810-280,direct-connect-spo2-sensors/S810-280_img1.jpg,si
